date;PETR4;VALE5;CSNA3;GGBR4;USIM5;JBSS3;MRFG3;BEEF3;LAME4;AMBV4;NATU3;ITUB4;BBDC4;BBAS3
20/05/2008;47,18;54,13;37,74;39,97;42,65;8,31;20,17;10,30;12,78;116,93;18,28;32,33;30,39;25,86
21/05/2008;47,97;52,57;36,68;38,88;41,06;8,56;20,51;10,19;12,53;113,79;17,19;31,47;29,67;25,07
23/05/2008;46,19;51,88;36,73;38,62;41,02;8,46;20,64;9,80;12,52;110,58;16,65;31,37;29,66;24,37
26/05/2008;47,10;51,56;37,09;39,09;41,27;8,42;20,75;10,14;12,49;111,40;16,71;31,41;29,26;24,39
27/05/2008;45,57;50,53;36,50;39,18;40,46;8,61;21,39;10,27;12,25;110,07;16,42;32,33;29,94;25,03
28/05/2008;46,56;51,56;37,58;40,12;41,38;9,26;22,60;10,60;12,64;107,18;17,16;33,44;30,99;26,52
29/05/2008;45,06;49,34;36,22;38,51;40,45;9,64;22,52;10,75;12,81;104,87;17,72;33,23;30,39;26,67
30/05/2008;44,77;50,22;35,65;39,03;40,46;9,84;22,95;11,25;12,87;105,24;17,09;34,54;30,91;27,99
02/06/2008;45,47;50,23;35,51;38,54;40,23;9,64;22,46;11,20;12,40;102,82;16,69;33,05;30,16;27,24
03/06/2008;43,34;48,46;34,62;38,31;39,77;9,13;22,70;11,30;12,51;99,96;16,48;32,10;29,52;26,22
04/06/2008;41,37;46,98;34,35;37,34;38,22;8,96;21,87;11,35;12,24;100,79;16,14;31,86;29,20;25,96
05/06/2008;43,44;48,93;36,20;40,03;39,74;9,01;21,39;11,98;12,40;103,34;16,69;33,05;30,09;27,36
06/06/2008;43,47;47,67;35,66;39,65;40,11;8,36;21,58;11,40;11,96;101,14;15,86;32,18;29,35;26,59
09/06/2008;43,36;46,84;34,93;39,98;39,81;8,46;21,06;11,10;12,02;100,42;16,28;31,43;28,84;26,18
10/06/2008;42,02;44,92;33,85;39,14;39,07;8,48;21,19;10,61;11,76;98,75;16,21;30,38;28,19;26,05
11/06/2008;41,46;43,96;33,16;37,65;38,57;8,58;21,39;10,90;11,15;98,57;16,28;29,93;27,41;25,54
12/06/2008;41,27;43,91;33,29;38,23;38,84;8,32;21,67;10,90;11,24;106,59;16,19;30,64;28,32;25,46
13/06/2008;41,92;43,33;32,91;37,70;38,54;8,15;21,68;10,40;11,41;104,22;16,43;30,98;28,49;24,76
16/06/2008;41,82;43,41;32,63;37,75;38,24;7,97;21,48;10,20;11,35;103,47;16,60;31,06;28,36;25,29
17/06/2008;42,24;44,81;33,56;39,60;40,18;8,14;21,58;10,15;11,36;100,42;16,91;31,88;28,71;25,59
18/06/2008;41,46;45,18;32,65;39,09;39,07;8,30;21,35;10,00;10,85;97,43;16,63;30,76;28,07;24,52
19/06/2008;40,10;45,01;32,20;39,46;39,44;8,27;21,55;9,85;10,45;100,46;16,10;30,59;27,86;24,52
20/06/2008;39,40;43,19;30,66;36,74;37,35;8,60;21,68;9,89;10,42;97,42;15,99;29,34;27,03;23,56
23/06/2008;40,09;43,88;30,12;36,30;36,21;8,68;21,57;9,95;10,31;97,91;15,68;29,34;26,79;23,27
24/06/2008;39,99;44,53;30,28;35,37;35,61;8,16;21,19;9,80;10,01;96,86;15,10;28,49;26,44;23,32
25/06/2008;41,06;45,71;31,70;36,22;37,50;8,16;20,90;9,40;10,20;97,27;14,98;29,26;26,94;24,52
26/06/2008;41,01;43,44;31,24;35,33;36,57;7,86;19,93;9,00;9,91;94,45;14,28;27,68;25,88;23,55
27/06/2008;41,39;43,48;31,56;35,27;36,85;7,97;19,74;8,80;10,14;93,37;14,73;27,82;25,73;23,13
30/06/2008;42,20;44,06;32,13;36,59;36,52;8,06;20,17;8,50;10,35;93,99;15,00;27,91;26,06;22,59
01/07/2008;42,09;42,54;30,71;36,78;34,86;7,74;19,75;8,60;9,98;90,90;15,19;27,52;25,30;21,31
02/07/2008;40,15;40,10;28,41;34,17;33,24;8,06;20,40;8,40;9,75;89,93;14,54;27,44;25,36;20,75
03/07/2008;38,86;39,47;26,96;32,41;31,53;8,11;20,02;8,70;9,62;87,74;14,20;26,48;24,72;20,42
04/07/2008;39,45;39,92;26,93;31,45;30,98;7,92;19,45;8,59;9,54;85,19;13,99;26,77;24,72;20,58
07/07/2008;38,29;40,07;27,84;32,42;32,37;7,61;19,49;8,50;9,46;86,89;13,78;26,64;24,89;19,93
08/07/2008;37,10;40,23;27,78;32,59;32,21;7,86;19,45;8,80;9,74;89,09;14,19;27,04;25,70;20,98
10/07/2008;36,57;39,80;28,33;33,89;33,99;8,28;19,20;8,70;10,25;87,56;14,82;27,12;25,44;20,94
11/07/2008;37,09;39,68;28,50;33,50;34,17;8,60;19,44;8,60;10,25;87,60;14,84;26,72;25,21;20,58
14/07/2008;37,35;40,56;28,67;34,06;34,22;8,71;18,96;8,95;10,59;91,88;15,44;26,67;24,92;20,89
15/07/2008;37,04;40,16;28,37;33,60;34,01;8,66;19,04;9,05;10,85;91,50;16,54;26,04;24,60;21,08
16/07/2008;36,32;39,36;28,70;33,66;34,72;9,06;18,76;8,85;11,30;91,88;16,91;28,41;26,31;21,92
17/07/2008;34,53;37,24;26,97;31,76;33,19;9,06;19,15;9,12;10,95;91,83;16,64;28,73;26,48;21,28
18/07/2008;34,89;37,10;26,92;31,61;32,81;8,71;18,76;9,09;11,20;88,84;16,77;29,60;27,42;21,56
21/07/2008;35,39;38,24;28,30;33,24;33,85;8,72;18,96;9,09;11,15;88,10;16,91;28,94;27,13;21,63
22/07/2008;34,19;36,86;27,87;32,22;32,67;8,41;19,06;9,03;10,85;86,74;16,54;29,35;26,96;20,75
23/07/2008;32,97;36,96;27,11;31,32;32,24;8,34;19,25;8,85;11,05;89,89;16,32;29,36;26,89;21,43
24/07/2008;31,50;35,11;25,72;29,41;30,09;8,06;19,15;8,90;10,87;87,53;16,29;28,17;25,96;21,37
25/07/2008;31,50;35,09;25,33;28,74;28,92;7,87;19,15;9,20;11,35;85,92;16,82;27,49;25,56;20,98
28/07/2008;31,84;35,23;25,81;29,42;29,11;7,96;18,67;9,00;11,05;84,71;16,37;27,05;25,21;19,93
29/07/2008;31,79;36,03;26,97;30,60;30,20;8,01;18,86;8,77;11,50;85,53;17,05;28,00;25,83;21,08
30/07/2008;33,33;38,44;28,50;32,69;32,74;8,51;18,96;8,79;11,54;87,32;16,65;28,59;26,43;21,85
31/07/2008;32,79;37,75;27,55;32,69;31,91;8,36;18,85;8,75;11,74;87,81;17,12;28,67;26,20;21,71
01/08/2008;31,51;35,53;26,66;31,45;30,18;8,06;18,47;8,55;11,21;85,92;16,42;28,14;25,54;20,59
04/08/2008;30,04;32,99;25,31;29,80;28,16;7,37;17,06;8,30;11,14;88,27;16,75;27,23;24,08;19,52
05/08/2008;29,41;33,31;25,35;30,19;28,44;7,08;17,19;8,85;11,35;93,95;16,96;28,43;24,80;19,86
06/08/2008;30,41;33,92;26,03;30,61;28,30;6,86;17,98;8,65;11,72;97,17;17,12;28,94;25,41;20,89
07/08/2008;30,94;33,96;25,11;30,16;28,28;6,71;18,47;8,65;11,54;94,94;17,09;28,43;25,33;20,58
08/08/2008;30,64;33,45;24,77;29,03;27,78;6,86;18,57;8,65;11,00;96,79;17,23;28,01;25,05;20,25
11/08/2008;29,86;31,97;23,80;27,55;26,66;6,98;18,52;8,75;10,90;96,60;16,86;27,35;24,32;19,51
12/08/2008;30,20;31,96;23,20;26,71;25,85;7,32;18,76;8,75;10,50;93,75;17,28;27,10;24,02;18,85
13/08/2008;30,84;32,85;23,90;27,18;26,04;7,31;18,91;8,65;10,31;93,57;17,48;26,57;23,94;18,31
14/08/2008;30,55;33,73;24,36;27,81;25,90;7,21;18,57;8,74;10,15;94,91;17,62;27,23;24,29;18,85
15/08/2008;29,83;32,99;23,45;27,03;24,89;7,24;18,04;8,87;10,27;94,98;17,25;26,80;23,82;19,28
18/08/2008;28,94;32,24;22,93;26,48;24,37;6,95;17,74;8,50;10,04;93,32;17,24;26,17;23,17;19,30
19/08/2008;29,80;32,72;22,95;26,73;24,34;6,78;17,50;8,00;9,98;92,99;17,58;26,04;23,05;19,20
20/08/2008;31,23;35,03;24,18;28,08;25,95;6,97;17,30;7,68;9,91;93,95;18,03;27,11;23,65;19,56
21/08/2008;32,33;35,84;24,73;28,96;26,29;6,83;17,30;7,60;10,03;94,24;18,72;26,91;23,84;20,15
22/08/2008;32,23;35,20;24,95;28,68;25,90;6,86;17,20;7,45;10,11;95,36;17,88;27,15;24,00;20,33
25/08/2008;30,89;34,30;24,01;27,80;25,43;6,67;17,11;7,48;9,74;94,86;17,95;26,31;23,47;19,67
26/08/2008;31,21;34,20;24,27;27,99;25,05;6,48;16,72;7,45;9,86;93,76;17,71;26,01;23,00;19,20
27/08/2008;32,16;35,57;24,95;28,65;25,66;6,65;16,12;7,40;10,06;93,71;18,40;26,29;23,51;20,25
28/08/2008;32,29;35,75;25,56;29,30;26,12;6,96;16,23;7,20;10,37;97,16;18,25;27,24;24,08;20,94
29/08/2008;31,89;35,11;25,40;29,64;26,45;6,60;15,94;7,10;10,18;94,73;17,68;26,48;23,65;20,57
01/09/2008;31,23;34,64;25,63;29,09;26,31;6,47;16,03;7,30;10,06;94,29;18,03;26,25;23,31;19,99
02/09/2008;30,24;34,09;24,14;28,32;24,65;6,37;16,34;7,23;9,98;95,73;17,79;26,53;23,94;20,19
03/09/2008;29,77;33,86;23,45;27,27;23,66;5,77;16,04;7,30;9,82;95,36;17,38;26,79;24,12;19,96
04/09/2008;28,72;32,80;21,68;25,39;22,31;5,56;15,56;7,05;9,57;93,54;17,27;25,93;23,55;19,38
05/09/2008;29,11;33,35;21,75;25,21;22,19;5,31;15,22;7,00;9,66;94,84;16,94;26,45;23,91;19,46
08/09/2008;27,64;32,19;20,94;24,21;21,87;5,22;14,78;7,20;9,41;95,36;16,22;26,69;24,42;18,99
09/09/2008;25,90;30,81;19,20;22,30;19,99;5,20;14,92;6,90;9,12;96,50;15,63;25,93;23,53;18,58
10/09/2008;26,20;32,57;20,00;23,41;20,39;5,70;15,85;6,70;9,46;99,91;16,02;26,24;23,56;19,24
11/09/2008;28,68;33,91;21,49;24,47;20,63;5,86;16,05;6,21;9,57;101,21;16,63;26,56;23,53;19,54
12/09/2008;30,14;34,46;22,87;24,74;21,27;5,95;15,75;6,25;9,60;98,93;16,86;26,61;23,70;19,42
15/09/2008;27,22;31,06;20,73;22,64;19,75;5,47;15,12;6,09;8,85;95,99;15,91;24,86;22,05;17,68
16/09/2008;28,59;32,22;21,64;23,36;19,47;5,42;15,95;5,72;8,64;92,89;16,57;25,25;22,06;18,88
17/09/2008;27,22;29,75;19,67;21,44;17,56;4,95;14,54;5,20;7,71;90,40;15,51;23,87;20,97;17,19
18/09/2008;29,41;31,96;20,61;22,80;18,40;5,09;14,58;5,09;7,77;93,48;15,61;25,41;22,39;18,16
19/09/2008;31,94;34,05;23,38;25,11;21,73;5,62;15,07;4,90;9,17;100,07;17,69;27,56;24,03;19,84
22/09/2008;31,89;32,75;22,25;24,38;21,70;5,23;15,36;4,70;8,39;99,16;17,57;26,27;23,33;19,04
23/09/2008;30,36;30,98;20,71;22,58;20,41;4,80;15,46;4,50;7,88;94,43;17,15;25,84;23,10;19,28
24/09/2008;31,49;31,55;21,15;22,37;20,04;4,91;15,78;4,38;7,32;97,26;17,14;25,68;23,24;19,20
25/09/2008;32,93;33,10;20,75;23,26;21,32;4,97;16,29;4,19;8,09;100,09;17,24;26,69;23,95;19,68
26/09/2008;32,37;31,87;19,78;22,38;21,11;5,07;15,85;3,98;8,19;97,26;17,60;26,60;23,87;19,64
29/09/2008;29,91;28,00;17,09;19,41;18,00;4,34;14,83;3,50;7,30;93,37;16,63;25,03;22,54;17,69
30/09/2008;32,06;30,23;18,33;20,47;18,73;4,71;17,10;3,55;8,24;99,16;17,23;27,47;24,45;19,64
01/10/2008;31,89;30,22;17,72;20,14;18,28;4,92;15,95;3,30;8,72;99,61;18,44;27,48;24,42;19,46
02/10/2008;29,28;27,16;16,63;18,48;16,60;4,62;16,12;3,00;7,74;97,84;17,52;25,85;22,79;17,54
03/10/2008;28,31;26,75;16,05;17,76;15,86;4,08;16,14;3,00;7,40;97,04;18,26;24,04;21,65;16,42
06/10/2008;27,40;24,93;14,70;17,08;14,10;3,74;16,52;2,52;6,56;93,95;17,09;22,91;20,24;15,22
07/10/2008;25,85;24,02;13,54;15,63;13,35;3,93;15,61;2,46;6,21;90,64;16,76;22,15;20,12;14,36
08/10/2008;24,38;23,84;13,35;14,29;12,26;3,87;15,75;2,40;5,88;86,72;16,21;21,56;20,05;13,74
09/10/2008;23,64;22,68;13,04;13,87;12,34;3,38;13,61;2,44;5,43;81,21;15,97;20,48;18,62;12,66
10/10/2008;21,93;22,46;12,36;13,58;12,49;2,89;13,02;2,20;4,95;84,05;15,75;19,75;17,52;12,09
13/10/2008;24,57;25,37;14,39;15,08;14,10;3,67;13,61;2,40;5,87;92,06;16,41;24,35;21,37;14,61
14/10/2008;24,93;25,59;13,72;14,58;14,52;3,90;13,11;2,60;6,03;93,95;16,00;25,26;22,45;15,54
15/10/2008;21,93;21,70;11,37;12,40;12,41;3,03;12,53;2,45;5,41;84,99;15,75;22,51;20,67;13,92
16/10/2008;20,28;21,25;13,33;12,63;12,60;3,08;11,67;2,40;5,51;86,05;16,68;21,13;19,91;13,28
17/10/2008;21,01;22,02;13,39;12,97;12,72;2,79;11,47;2,55;5,16;90,70;15,84;19,90;18,94;13,04
20/10/2008;23,19;24,82;14,39;14,48;13,88;3,07;12,11;2,66;5,77;98,20;16,76;21,30;20,40;14,36
21/10/2008;22,83;25,10;13,55;14,11;13,70;3,38;12,16;2,60;5,87;94,72;16,22;20,96;20,12;14,19
22/10/2008;21,19;22,92;11,90;12,65;11,93;3,16;10,69;2,40;4,93;84,05;15,84;18,41;17,83;11,99
23/10/2008;20,73;22,16;11,69;11,98;11,71;3,20;10,38;2,24;5,18;84,85;16,30;16,87;17,13;11,30
24/10/2008;18,63;20,97;10,77;11,23;11,06;2,99;8,75;2,00;4,47;82,15;16,15;15,06;15,85;11,02
27/10/2008;16,54;19,26;10,35;10,23;10,52;3,19;8,66;1,91;4,54;81,21;15,41;15,06;15,16;10,11
28/10/2008;18,33;21,82;12,59;12,11;12,25;3,38;8,74;1,89;5,81;90,56;15,75;16,40;17,26;11,45
29/10/2008;19,55;22,36;12,88;12,36;12,96;3,48;8,75;2,09;5,87;89,51;15,91;18,62;18,28;12,09
30/10/2008;20,88;23,98;14,08;13,85;13,88;3,93;9,91;2,09;6,02;84,05;16,86;20,55;20,50;12,67
31/10/2008;21,28;24,16;12,91;13,51;12,96;3,93;10,21;1,97;5,88;85,92;17,42;20,11;19,90;12,77
03/11/2008;21,14;25,00;12,86;13,45;12,80;3,98;10,69;1,98;6,02;88,47;18,44;23,39;20,77;12,36
04/11/2008;22,92;26,37;13,67;15,01;13,27;4,01;10,69;2,15;6,41;88,26;19,56;24,51;21,41;14,33
05/11/2008;22,17;24,51;11,97;13,49;12,10;3,53;9,82;2,11;6,03;87,81;20,21;22,36;19,82;13,86
06/11/2008;20,93;23,59;11,07;13,02;11,33;3,58;9,64;2,05;5,87;90,65;19,66;20,98;18,76;12,97
07/11/2008;21,24;23,12;10,95;13,03;11,11;3,76;9,72;2,26;6,15;95,35;19,54;21,76;18,73;13,23
10/11/2008;21,88;24,02;10,68;13,48;11,21;3,65;9,72;2,19;6,02;94,24;18,35;22,44;18,95;12,44
11/11/2008;21,84;24,30;11,06;14,34;11,22;4,07;10,09;2,25;6,21;95,37;19,56;22,21;18,73;12,31
12/11/2008;18,83;22,69;9,89;13,42;10,17;3,74;8,55;2,16;5,82;93,29;18,72;20,68;17,26;11,40
13/11/2008;19,28;23,06;10,35;13,79;10,58;4,03;8,66;2,17;6,02;103,19;20,04;22,59;18,83;12,19
14/11/2008;18,96;23,30;10,43;13,94;10,08;3,93;8,74;2,24;5,94;101,41;19,10;22,27;19,00;12,17
17/11/2008;18,67;23,12;10,61;13,48;10,01;4,06;8,07;2,00;6,21;99,16;18,63;22,23;18,83;12,31
18/11/2008;17,57;22,01;9,88;12,71;9,87;3,77;7,96;2,00;5,96;100,09;19,00;20,54;17,46;11,71
19/11/2008;16,91;21,41;9,94;11,88;9,31;3,69;7,78;2,00;6,01;95,41;19,56;19,47;17,03;11,63
21/11/2008;15,43;19,74;8,99;10,99;8,86;3,61;7,49;1,94;5,62;99,43;19,30;17,91;15,38;9,98
24/11/2008;17,56;22,30;10,46;12,02;10,10;4,00;7,67;2,00;6,11;98,20;19,33;20,39;17,33;10,91
25/11/2008;17,68;22,73;10,91;12,60;10,38;3,95;7,58;1,94;6,17;93,81;18,72;21,30;17,72;11,23
26/11/2008;18,73;23,24;11,49;14,15;10,86;4,67;7,97;2,09;6,61;90,82;19,56;22,89;18,73;12,31
27/11/2008;18,23;23,02;11,60;14,27;10,78;4,65;8,16;2,01;6,46;93,57;19,13;22,79;19,04;12,34
28/11/2008;18,33;23,31;11,64;14,22;10,81;5,02;8,36;2,02;6,31;92,73;19,19;23,01;19,55;12,47
01/12/2008;16,81;21,76;10,83;13,14;10,45;4,64;7,67;2,00;5,96;89,69;20,04;22,25;18,62;12,47
02/12/2008;16,72;21,40;10,87;13,44;10,31;4,92;7,49;1,95;5,96;90,82;20,68;22,83;19,19;12,42
03/12/2008;17,63;21,37;10,63;13,50;10,38;5,06;6,71;1,93;5,62;91,02;20,74;23,05;19,35;12,47
04/12/2008;16,99;20,88;10,79;13,34;10,45;5,17;7,20;1,85;5,67;90,16;20,70;23,26;19,02;12,75
05/12/2008;16,58;20,46;10,48;13,33;10,27;5,56;7,49;1,74;6,02;92,53;20,95;23,48;19,28;13,75
08/12/2008;18,46;22,55;11,90;15,25;11,85;5,76;7,58;1,79;6,48;99,17;20,20;25,80;20,03;14,99
09/12/2008;18,36;22,56;12,04;15,58;12,12;5,57;7,49;1,70;6,32;98,19;19,35;25,59;20,07;14,80
10/12/2008;20,04;24,06;12,86;16,14;12,63;5,77;7,53;1,68;6,26;101,03;19,10;25,63;20,13;14,23
11/12/2008;20,40;23,56;12,74;15,45;12,67;5,52;7,82;1,68;6,57;100,12;19,45;24,88;19,35;13,62
12/12/2008;20,64;23,83;12,95;15,70;12,71;5,22;7,67;1,69;7,03;102,55;20,04;25,88;20,10;13,66
15/12/2008;20,93;23,51;12,97;15,30;12,39;5,07;7,78;1,65;6,41;100,09;19,89;24,16;19,32;13,01
16/12/2008;21,73;24,67;13,72;15,83;13,17;5,22;7,97;1,63;6,67;104,71;19,56;25,71;20,52;13,66
17/12/2008;22,25;25,10;14,18;15,76;13,18;5,14;7,78;1,65;6,30;100,85;19,65;26,31;20,68;13,32
18/12/2008;21,45;24,07;14,43;15,99;13,22;5,00;7,75;1,68;6,16;102,38;19,56;25,79;20,37;13,40
19/12/2008;21,32;23,98;14,16;15,70;13,20;4,78;7,53;1,75;6,16;96,40;19,33;24,85;19,47;13,28
22/12/2008;20,22;22,91;12,80;14,67;12,48;4,83;7,53;1,80;6,03;94,61;18,72;23,71;18,76;13,15
23/12/2008;20,09;22,08;12,31;14,17;11,62;4,82;7,10;1,75;5,94;92,59;18,44;22,45;18,04;12,34
26/12/2008;20,83;22,73;12,62;14,32;11,75;4,76;7,29;1,75;5,97;93,00;17,88;22,35;17,63;12,34
29/12/2008;21,31;22,64;12,82;14,24;12,46;4,48;6,89;1,76;6,00;93,67;17,42;22,35;17,66;12,34
30/12/2008;21,61;22,72;13,04;14,73;12,64;4,90;7,29;1,85;6,18;95,68;17,68;22,53;17,93;12,96
02/01/2009;23,23;24,92;14,26;15,75;13,68;4,93;7,29;2,04;6,34;100,56;19,12;25,00;19,75;13,24
05/01/2009;23,77;26,63;15,54;16,62;14,59;5,35;6,90;2,10;6,35;96,49;19,38;25,06;19,60;13,49
06/01/2009;24,09;27,54;16,45;17,30;14,86;5,21;7,39;2,16;6,42;96,02;18,35;26,08;20,22;14,22
07/01/2009;23,14;26,15;15,79;17,19;14,32;4,82;7,24;2,09;6,12;97,61;17,69;24,61;19,32;13,90
08/01/2009;24,14;27,12;16,88;18,38;14,90;5,08;7,58;2,09;6,25;96,13;18,01;24,76;19,35;13,59
09/01/2009;24,04;26,85;16,67;18,33;14,64;5,03;7,45;2,16;6,28;94,90;17,94;24,73;19,15;14,01
12/01/2009;22,47;24,90;15,50;16,71;14,04;4,86;6,83;2,16;6,15;94,30;18,16;23,68;18,45;13,89
13/01/2009;22,67;25,44;15,24;16,37;13,98;4,92;6,92;2,19;6,12;94,44;18,63;22,82;17,74;13,35
14/01/2009;22,07;24,44;14,93;15,63;13,36;4,78;6,80;2,12;5,84;94,03;18,82;21,10;16,67;12,43
15/01/2009;22,81;25,11;15,58;16,42;13,85;4,96;6,83;2,02;6,17;93,09;18,63;21,48;17,18;13,24
16/01/2009;22,98;25,30;15,96;16,70;14,27;5,12;7,17;2,03;6,41;93,88;18,98;20,75;16,83;12,71
19/01/2009;22,55;25,10;16,13;16,42;14,17;4,97;7,29;2,05;6,39;92,09;18,05;21,04;16,85;12,75
20/01/2009;21,83;24,06;15,05;15,63;13,48;5,08;7,29;1,98;6,33;88,47;18,29;19,61;15,95;11,89
21/01/2009;22,96;24,71;16,11;16,14;14,02;4,97;7,10;1,99;6,61;91,04;18,87;20,28;16,75;12,13
22/01/2009;22,37;24,59;15,96;15,49;14,07;4,66;6,90;1,87;6,36;91,03;19,28;19,71;16,59;11,96
23/01/2009;22,32;25,02;15,51;15,22;13,48;4,58;6,66;1,85;6,23;90,56;20,02;20,17;16,76;11,75
26/01/2009;22,52;25,63;15,73;15,35;13,10;4,72;6,85;1,83;6,30;89,13;19,84;20,04;16,79;12,43
27/01/2009;22,62;26,56;16,10;14,83;13,15;4,76;6,95;1,82;6,36;90,38;19,28;19,75;16,46;12,66
28/01/2009;23,85;27,94;16,67;15,02;13,86;4,76;6,80;1,94;6,41;88,61;18,45;21,20;17,22;12,99
29/01/2009;23,70;27,11;16,24;14,86;13,92;4,67;6,79;1,87;6,36;89,39;18,72;20,53;16,71;12,47
30/01/2009;23,70;26,64;15,81;14,70;13,75;4,77;6,61;1,82;6,30;90,08;18,54;20,26;16,51;12,52
02/02/2009;23,37;26,39;15,82;14,52;13,39;4,74;6,09;1,83;5,87;88,43;18,44;19,65;16,06;12,14
03/02/2009;24,21;27,58;16,34;15,24;13,49;4,68;6,07;1,87;5,86;93,21;18,56;19,95;16,11;12,50
04/02/2009;24,32;28,59;16,86;15,95;14,20;4,71;6,22;1,84;5,68;93,30;18,65;20,31;16,61;12,32
05/02/2009;24,61;29,82;17,42;16,26;14,73;4,86;6,37;1,89;5,86;92,46;19,05;21,15;17,16;12,71
06/02/2009;25,65;30,90;18,07;16,93;15,25;4,92;6,51;1,97;6,03;96,34;19,94;22,68;17,98;12,87
09/02/2009;25,93;29,98;17,57;16,47;14,56;4,80;6,46;1,96;5,80;94,18;19,53;22,31;18,01;12,61
10/02/2009;25,60;29,38;17,00;15,54;14,06;4,61;6,65;1,97;5,69;96,01;19,56;21,45;17,53;12,46
11/02/2009;25,46;28,80;16,54;15,56;13,67;4,67;6,75;1,98;5,72;95,68;19,34;21,41;17,83;12,64
12/02/2009;25,36;28,35;16,00;15,11;13,44;4,65;6,85;1,96;5,62;95,36;19,61;21,22;17,32;12,31
13/02/2009;26,13;29,19;16,69;15,56;13,87;4,86;7,10;2,00;5,74;94,55;19,84;22,11;17,92;12,55
16/02/2009;26,42;29,41;16,85;15,40;13,70;4,83;7,28;1,92;5,72;96,74;19,64;22,03;17,82;12,46
17/02/2009;24,99;27,63;16,13;14,57;13,08;4,49;7,11;1,95;5,51;92,65;19,56;20,72;17,11;12,04
18/02/2009;24,51;28,16;15,51;14,37;13,24;4,46;7,05;1,89;5,55;95,40;19,56;20,54;17,20;11,94
19/02/2009;24,89;28,34;15,37;14,06;13,22;4,44;7,34;1,95;5,60;94,35;19,77;20,37;17,00;12,18
20/02/2009;24,40;26,44;15,14;13,18;12,87;4,61;7,24;1,89;5,50;93,18;19,56;19,77;16,29;12,31
25/02/2009;24,84;25,21;14,40;12,81;12,49;4,57;7,10;1,89;5,39;94,36;19,80;19,56;16,68;12,54
26/02/2009;25,11;25,26;14,29;12,49;12,48;4,66;6,89;1,90;5,45;93,41;19,89;19,59;16,80;12,64
27/02/2009;24,99;25,52;14,10;12,37;12,35;4,58;6,80;1,80;5,57;90,93;20,21;19,24;16,45;12,49
02/03/2009;23,69;24,02;13,08;11,63;11,67;4,47;6,60;1,71;5,44;85,47;20,24;18,22;15,81;11,84
03/03/2009;23,48;24,54;13,72;11,79;11,72;4,52;6,51;1,72;5,52;85,78;20,05;18,13;15,74;11,99
04/03/2009;24,96;26,92;14,97;12,56;12,68;4,59;6,71;1,68;5,57;87,24;20,05;19,23;16,57;12,49
05/03/2009;24,61;25,88;14,03;11,77;11,90;4,39;6,50;1,67;5,43;89,99;19,43;19,08;16,21;12,01
06/03/2009;24,29;25,27;13,95;11,27;11,82;4,30;6,51;1,64;5,34;91,61;19,43;19,35;16,60;12,26
09/03/2009;24,32;24,51;13,80;11,10;11,32;4,07;6,46;1,55;5,46;89,95;19,13;19,12;16,11;12,14
10/03/2009;25,62;26,03;14,88;11,57;12,02;4,50;7,04;1,55;5,91;93,40;20,10;20,35;17,09;12,66
11/03/2009;25,76;26,14;14,79;11,67;11,96;4,54;6,80;1,66;6,06;93,97;20,03;20,39;16,94;12,76
12/03/2009;26,09;25,78;14,98;11,82;11,92;4,64;6,75;1,56;6,20;95,09;20,60;20,90;17,37;12,91
13/03/2009;26,23;25,30;14,54;11,44;11,92;4,67;6,51;1,56;6,62;96,49;20,35;21,03;17,25;13,18
16/03/2009;25,74;25,40;14,28;11,14;11,48;4,51;6,46;1,59;6,51;94,36;19,66;21,13;17,34;13,14
17/03/2009;26,48;25,73;14,35;10,99;11,33;4,62;6,51;1,59;6,92;96,25;20,92;21,60;17,65;13,53
18/03/2009;26,79;25,64;15,08;11,20;11,43;4,87;6,75;1,60;6,86;98,05;20,70;22,26;18,00;14,00
19/03/2009;27,69;25,96;15,32;11,24;12,16;5,08;6,80;1,59;6,94;98,10;21,01;21,71;17,41;14,26
20/03/2009;27,55;25,78;15,19;11,35;12,53;4,97;6,66;1,65;6,71;99,77;20,73;21,38;17,11;13,99
23/03/2009;29,22;27,01;16,29;11,97;13,29;5,27;7,00;1,73;7,16;104,60;21,77;23,44;18,36;15,15
24/03/2009;28,72;26,09;16,86;11,91;13,13;5,11;6,70;1,73;6,77;103,84;21,40;22,61;17,98;14,59
25/03/2009;28,80;26,33;16,05;12,51;13,52;5,17;6,85;1,75;6,81;103,93;21,69;22,69;18,13;14,61
26/03/2009;28,74;26,92;16,33;13,44;14,46;5,17;7,10;1,69;6,64;106,21;21,64;23,40;18,64;15,08
27/03/2009;28,01;26,43;16,43;13,13;14,57;5,12;6,99;1,67;6,52;106,23;21,66;23,32;18,73;15,51
30/03/2009;27,24;25,36;15,95;12,29;13,69;5,12;7,00;1,67;6,45;103,56;21,47;22,64;18,16;15,23
31/03/2009;27,03;25,44;16,38;12,65;14,35;5,22;7,46;1,72;6,45;103,71;21,84;22,48;18,36;15,39
01/04/2009;27,84;25,73;16,90;13,17;14,59;5,32;7,02;1,72;6,66;106,21;21,98;22,83;18,89;16,20
02/04/2009;28,87;27,30;17,62;13,89;15,49;5,82;7,14;1,76;7,16;107,35;21,74;23,93;19,45;16,65
03/04/2009;28,77;27,72;17,76;14,36;15,47;5,72;7,78;1,85;7,06;110,48;21,45;24,53;19,90;17,42
